ItemId	PromptId	Score1	AnswerText
6_15114	6	1	The membrane surface in a cell is referred to as being 'semi-permeable.' This means that only certain things are capable of entering the cell. Therefore, the membrane would regulate what enters or leaves the cell. With these particular processes happening, the travel of substances across the cell membrane would be limited.
6_15115	6	0	They absorb the substance into the cell, they surround the substance with the cell membrane, or they keep the substance out of the cell.
6_15116	6	1	Three processes used by cells to control the movement of substances across the cell membrane are diffusion, facilitated diffusion, and osmosis. Diffusion always substances to move across the cell by slowly being moved through the cell membrane. Facititated diffusion always larger objects to be moved across the cell membrane. Osmosis is where something is moved into the cell by shrinking it and then it regains its shape after being moved into the cell.
6_15117	6	0	The cell membrane checks to see if the substance is good or bad for the cell. Then the cell membrane lets the substance inside of the cell. Finally the substance is transported through the cell through the endoplasmic reticulum.
6_15118	6	0	MIOSISOSMOSISREPRODUCTION
6_15119	6	3	Three processes that cells use to move substances across the membrane are diffusion, osmosis, and endocytosis. Diffusion occurs when there is a high concentration of materials out side of the cell, and a low concentration of the materials inside the cell.  The materials then pass through the membrane into the cell to balance it out without using energy.  Osmosis is similar to diffusion, but occurs with water.  The water passes through the cell membrane to balance out the concentration of the water, without using energy. Endocytosis is a form of active transport where energy is used to bring materials from a low concentration into a higher concentration, into the cell, through the membrane.
6_15120	6	0	Osmosis is water coming in or leaving the cell.Diffusion is making equilibrium by moving across the membrane.Passive transport is where you move things into the cell from the outside.
6_15121	6	0	anaphase interphase and prophase
6_15122	6	0	They might have a Flagtum or whip like tail to move.
6_15123	6	0	The three processes are diffusion, faciliated diffusion, and osmosis.
6_15124	6	0	meioses, cell division, geting rid of waste.
6_15125	6	1	Cells use different processes to control the movement of substances across the cell membrane. One of the processes is a semi permiable membrane that allows only certain substances to pass through. This membrane is like a pasta strainer. The strainer lets the water out and keeps the pasta in. another way cells control movement is by ATP. ATP is large amounts of cellular energy that is used for movement. Another way is by a cell wall. Cell walls do not allow any substance to pass in or out of the cell. There are many more ways a cell controls the movement of substances across the membrane, but these three are the most common.
6_15126	6	0	The three phases I know are metaphase,anaphase, and telophase.
6_15127	6	0	the cell wal    the cell membrean
6_15128	6	1	The use active transport wich requires energy to do so.They use cell respiration wich allows material to go in and out of the cell.
6_15129	6	0	sillianucliotides
6_15130	6	0	reproduction digestionneucleus
6_15131	6	1	One is active transport which takes energy to pass through the cell membrane.
6_15132	6	0	they can move across water. They eat the other fish. The can swim
6_15133	6	0	Cells first recognize what is going to be comming through the membrane by sending a singnal to the nucleus so it then cna decide whethere or not whatever wants to enter can. Then the Golgi bodies transport whatever it is through the cell.
6_15134	6	0	Three processes used by the cell to control movement of sudstances would be citoplasma, nucius, and mitocondrean.
6_15135	6	0	Three processes are that the cell has a cell wall and is connected to other cells. Another is that it chooses what to enter it and it acts like a barrier for other things.
6_15136	6	0	telephase gives the information to the nucleusAnaphaseInterphase
6_15137	6	0	They use the cytoplasm to move substances to their right place,
6_15138	6	0	Three processes used by cells to control the movement of substances across the cell membrane are, mRNA which gives instructions to a cell. tRNA which transfers stuff to a cell.
6_15139	6	0	equilibrilum
6_15140	6	0	1:passed to a cell2:goes through something3:gets to cell membrane
6_15141	6	0	Lipids,Protines, and Carbohydrates
6_15142	6	0	1. Osmosis-controls the amount of water in a cell.2. Vacoles-are organelles that help control excessive water and substances being moved around the cell membrane.3. Cells go through photosynthesis. Substances such as oxygen are controlled.
6_15143	6	0	The substances that move across the cell membrane are DNA, Protiens, and mRNA.
6_15144	6	0	Movement, energy, and Mutation.
6_15145	6	0	they could have a cell wall.  they have guard calls. and ribosomes
6_15146	6	0	MRNATRNARNA
6_15147	6	0	1. they could build up ane enzyme to help protect the cell2. they could get rid of material that is in the way3. they could create an easier passageway
6_15148	6	0	The cytoplasm moves stuff across the membrane.
6_15149	6	0	they use channel proteins to move stuff in and out of the cellthey also use receptor proteins to move stuff in and out
6_15150	6	0	Protein channel moves larger substances across the cell.
6_15151	6	0	absorb food
6_15152	6	0	The nucleus
6_15153	6	0	The use of a flagellum -- Protist uses a flagellum to move,
6_15154	6	0	Cells are selectively permeable, the regulate the waste inside of the cell, and ribosomes regulate movement in cells.
6_15155	6	0	cross pollinationdistribution of energy the cell wall lets bad things out and traps the good things in
6_15156	6	0	They have layers which regulate what can enter and exit the cell membrane. They have a screen-like function that detects weather or not a substance is sizable to enter the membrane.
6_15157	6	0	They have cytoplasm, which holds all the organelles and substances in the membrane.  They have a cell membrane which keeps organelles and substances inside the cell. The endoplasmic reticulum also moves the substances around.
6_15158	6	0	they divideseparatereproduce
6_15159	6	0	1) see if the organism is inffected2) move the organism to the cell membrane3) check the organism4)move the oranism out of the cell
6_15160	6	0	active transport helps get things through the membrane
6_15161	6	0	Osmisis, one using energy, one not using energy
6_15162	6	0	The first procees used to control movement of substances across the cell membrane would be trascription, which takes protein and turns it into mRNA. Translation takes mRNA and decodes it for the cell to read and use. Osmosis is another process, used by cells. Osmosis makes the fluid in a cell try and reach equalibrium.
6_15163	6	0	One type of movement control is passive transportation.
6_15164	6	0	eye spot, flagellum and contracule vacule
6_15165	6	0	One would be reproducton.
6_15166	6	0	There are three processes that I know of that are used by cells and they are passive and active. Passive means that the substance is able to pass right through. Active is when it has to go through a process to go through the cell memebrane. Diffusion is another one. Substances diffuse to go through the cell membrane.
6_15167	6	0	Through regeritationThrough blood flow Through urination
6_15168	6	1	Diffusion- Sugar is absorbed into the membrane and travels down the gradient level.Faciliated Diffusion- Requires energy to move down the gradient.Active Transport- Particles are held in a 'pocket', then are brought to the membrane and are released out of the cell.
6_15169	6	0	cytoplasm, vacuole, ribosomes
6_15170	6	0	carryout-the cells take the substance across the membrane.miosis-cell transformation moves the information.mitosis- second part moves the rest of the cell in its transformation.
6_15171	6	0	Cells use osmosis,passive transport, and also diffusion to control the movemnet of substances across the cell membrane.
6_15172	6	0	1. They move in a slow motion to ger across the member.2. They do not come in contact with one another.3. They are constantly moving.
6_15173	6	0	cell division, cellular respiration, cell wall
6_15174	6	1	Diffusion, which allows materials to pass in and out, osmosis, through which water passes through the membrane, and active transport, in which specialized processes transport materials past the membrane.
6_15175	6	0	They let substances in  and out through the membrane.  all the organs in the cell have a suspecific job to do to get what the cell needs
6_15176	6	0	Cell membranes let go of waste, eat and engulf food and can block bad stuff from getting in.
6_15177	6	0	They are transfered.They carry the substances.
6_15178	6	0	Cells use different organels inside the cell to move substances across it. Three processes of moving substances would be, using the mitocondria to move waste from the cell. The cell wall also helps filter and move waste in and out of the cell. The cell nucleus controls what goes in and out of the cell as well. That's a few ways cells use movement.
6_15179	6	0	they control the movement across the cell mambrane by taking control of each individual part of the cell.
6_15180	6	0	DiffusionRespirationOmnosis
6_15181	6	1	Cells use vacules to allow water in and out of the cell.Cells use osmosis to allow the movent of water acrossed the cell or into the cell.
6_15182	6	0	Three processes used by cells to control the movement of substances across the cell membrane would be that they; 1. The cell cycle 2. reproduction
6_15183	6	0	Meiosis is used throughout the cell membrane to control and develop more cells. MRNA and RNA are used as messengers to carry the information to the needed destination. Lastly, the information is received and it has ended,
6_15184	6	0	tRNA, mRNA, rRNA
6_15185	6	0	Three processes that control the movement of substances across the cells membrain are equalibrium, the consentration gradiant and cell division. the consentration gradiant is when the partical move from higher consentration to lower consentration. If the cells consentration gradient is to high it can brust or if it is to small it will shring so it has to be normal.
6_15186	6	0	repiration
6_15187	6	0	The cell membrane protects the cell.
6_15188	6	0	Pores in the membrane allow substances in and out of the cellGolgi body helps transport substances in and out of cellmRNA moves DNA sequences from place to place, in and outside of the cell
6_15189	6	0	active transport-transports the portiensosmosis-transfers thingsdiffusion-gets rid of things
6_15190	6	0	The cell membrane controls what goes in and out of the cell. The nuclues is the brain of the cell and it controls what goes on inside the cell. The cell wall is barrier to sources outside of the cell and protects the cell.
6_15191	6	0	They use ribosomes to carry stuff around the cell.The nuclieus is the brain, that helps controll the cell.The cell is small enough to move stuff across it.
6_15192	6	0	the cells are movement  of substances
6_15193	6	0	floatno movementwalk
6_15194	6	0	They use the pump function which pumps out solutes so it won't become overfilled with too much water. They use osmosis which is the movement of water against the natural flow. They have transport proteins which allow things to come through the cell.
6_15195	6	0	tRNA-sends a message to the nucleus  translation gets waste material out
6_15196	6	1	1.Osmosis-water passing through the cell membrane and does not require energy2. Active Diffusion-diffuses large particles through the cell membrane and requires energy3. Passive Diffusion-diffuses small particles through the cell membrane and does not require energy
6_15197	6	0	They use transport proteins to move across sugars across the membrane.They use messenger RNA to send codons to the amino acid sequence.They use RNA to help stabilize the cell.
6_15198	6	0	RNAcytoplasmcell membrane* They all go through the process of movement of substances in  a cell.
6_15199	6	0	They use a system and it gets rid of the stuff that the cell doesn't need, it gets food and stuff like that for the cell to survive, and it helps the cell reproduce.
6_15200	6	0	Interphase which is the longest phase in the cell.
6_15201	6	0	the three are slime, filagine, and micro organisums.
6_15202	6	0	tRNA transports proteins to the nucleusmRNA carries genetic information
6_15203	6	0	Cellular RespirationMeiosisMitosis
6_15204	6	0	The way the cells move around.
6_15205	6	0	Movement in the membrane
6_15206	6	0	DNA meosis  , RNA and protein synthesis .
6_15207	6	0	centreles, fluids, and proteins
6_15208	6	1	There are three different types of processes a cell uses to control the movement of substances across the cell membrane. The first type of movement is called active transport, which is when the cell is physically doing something. The second type of movement is called passive transport, which is when the cell itself if inactive and the person is doing the work. The third type of movement is osmosis which is the diffusion of water.
6_15209	6	0	energybloodother
6_15210	6	0	They use the flagellum to move, therefore it could help move things across the membrane. Also the muscles, like with blood flow, and finally the heart because it pumps blood and oxygen all over the body.
6_15211	6	3	Three processes that are used by a cell to control movement are osmosis, diffusion, and active transport. Osmosis is the movement of water across a selectively premiable membrane. It requires no energy, so it is called anerobic. Diffusion is the movement of particles in a cell from high to low concentration, this process also uses no energy because it goes with the concentration gradient. Active transport is the movement of particles in a cell from low to high concentration, this process uses energy, or ATP, because it goes against the concentration gradient.
6_15212	6	0	Endocytosis is used to let large mollecules into cells. Exocytosis is used to get them out of the cells.
6_15213	6	0	Three processes used to control cell movement are,
6_15214	6	0	mitosos, meisosis are two ways that cells control the movement across the cell membrane because they are the cycles where new cells are formed.
6_15215	6	0	Cillia, flagella, and
6_15216	6	0	Digestion.Respiration.Inversion.
6_15217	6	1	On the cell membrane there are little holes that are selectivley premable, which allows only certian things to cross and not cross into the cell.
6_15218	6	0	One way you can transfer substances through a cell is by the use of water or otherwise known as Osmosis. A second way you could transfer substances is by transfering enzymes through the cell membrane. A third way substances get transfered through the cell membrane is using mRNA to transfer proteins through the cell.
6_15219	6	0	1. Flagella.2. plasma membrane.3. mitochondria
6_15220	6	0	Cell wall-blocks unwanted material from getting inCytoplasm-helps regulate RNA
6_15221	6	0	OSMOSSES' DIFUSSION AND THE MEMBRAINE
6_15222	6	0	When a cell needs energy, or food, the plasma membrane lets the food inside of the cell where it is processed by mitochondria. On the cell membrane, there is a series of locking nodules that prevent unwanted substances from entering the cell. Also, things like cilia and flaggellum aid in cell movement and could also possibly aid in the movement of substances.
6_15223	6	0	mitosis moving cells.
6_15224	6	0	The three processes used by cells to control movement of substances are mitosis, meiosis, and passive. Passive is when substances can get through easily. meiosis is also the process how cells divide as mitosis is too.
6_15225	6	0	The nucleus helps control the movement of substances across a cell membrane by telling the substance where to go.The cell wall also helps guide it through keeping the nucleus from getting stuck or trapped in something  because the cell wall is  there to protect it and keep unneeded things out.
6_15226	6	1	1. Osmosis: the differation of water across a membrane.2. Active Permeability: the ability of a membrane to control what flows in and out via special organelles. This is done with carrier proteins that carry the materials 'against the grain'.3. Free-flow permeability: Permeability in which the materials naturally flow into or out of without the help of carrier proteins.
6_15227	6	0	Flaglum-moves cellCillia- help cell stick to surfaces
6_15228	6	0	reproductionresprationnucleus
6_15229	6	0	cells use severa;l diffrent processes some examples are how the cells use the nucleus to manuver and plan the movements that allow the substances to travel across the cell wall. some of the cells use their ribosomes to manuverthem. then they could also use their endoplasmic reticulum or their ER to make this process possible. this is only a few posible ways that cells could control the movement of substances across the cell membrane.
6_15230	6	0	Diffusion, osmosis, fagela
6_15231	6	0	FLAGELLUM-WHEN A WHIPLIKE THING ALLOWS THE ORGANISM TO PULL ITSELF ALONG.CILIA- LITTLE HAIRLIKE THINGS THAT PULL THE ORGANISM ALONGLEGS- HELP ORGANISMS WALK, RUN, ECT.
6_15232	6	0	convergent evolution, divergent evolution
6_15233	6	0	golgi aparatus
6_15234	6	0	Osmosis, meosis,
6_15235	6	0	flagella- for movement.water.
6_15236	6	0	meiosis,mitosis,cell divison
6_15237	6	0	Mitios
6_15238	6	0	The movement of the body your bones to help you excersiseblood type
6_15239	6	0	Division: the cells move upon division as well as reproducing.Entering: the cell membrane allows certain things to go in and come out, then they'll move on to the next thing.Lock-and-Key: the cell allows a ligant to connect and bring glucose in the cell.
6_15240	6	0	the three processes used by the cells to control the movement are through protein chemicals, lysomes throughout hte cell and through the blood.
6_15241	6	1	osmois: which is the movement of water through a cell membranediffusion: the brackage of tissues along the cel membranehomostatis: which is the internal balance
6_15242	6	0	The cell membrane uses diffusion and osmosis
6_15243	6	1	1. OSMOSIS- THE MOVEMENT OF WATER IN AND OUT OF CELLS2. DIFUSSION- THE MOVEMENT OF PARTICLES ON AND OUT OF CELLS3. THOUGH PROTEINS
6_15244	6	0	the three things used by cells are cellular resperation
6_15245	6	0	1. Free pass or moving freely through the membrane2. Diffusion or the movement of water from high pressure area to low pressure are through the membreane.3. Proteins or the movement of proteins through special small tubes in a cell's membrane.
6_15246	6	1	DIFFUSION EVENS OUT SUBSTANCES SO THEY REACH EQUILIBRUM, WHICH IS WHEN THEY ARE EVENLY SPREAD THROUGHOUT A SPACE.OSMOSIS IS THE DIFFUSION OF WATER.THE CELL MEMBRANE IS CONSTRUCTED SO THAT CERTIAN SUBSTANCES CAN FIT IN THROUGH IT AND OTHERS CANT.
6_15247	6	0	They control the movement by telling things where to go.
6_15248	6	0	one is there protein that helps it movetwo is all the cells inside of itthree is all the things inside it
6_15249	6	0	The cell membrane has 3 processes that it has.1.) It protects the cell 2.) It moves the cell in any way.3.) It can bring food in or out.
6_15250	6	0	The genetic information start out as combinations in the nucleus. When they are switched to MRNA also known as messenger rna that sends a message to the organelles stating that the genetic code needs a specific substance. The third process  is TRNA or transfer rna which transfers the message to the specific orgnelle. The whole process then repeats itself.
6_15251	6	3	Diffusion: If a susbstance has a higher concentration on the outside of the cell, then the cell membrance will diffuse the substance into the cell creating equilibrium. It will do the same thing if the concentration is lower outside the cell only opposite. This is a type of passive transport because the substance is moving with the concentration gradient and it doesn't require any energy.Facilitated Diffusion: If the particles are too large to diffuse across the cell membrane, then protein pumps help. These carry the substances across the membrane without using any energy. This is also a type of passive transport.Osmosis: Osmosis is the process of diffusion only with water. If concentration of a substance is greater outside the cell, then water will move out of the cell to create equilibrium. If the concentration is lower outside the cell, then the cell will move water into the cell to create equilibrium.
6_15252	6	0	-selction..the membrane choosess what substancess can come inside the cell -I dont know-I dont know
6_15253	6	0	it is that if one can do with out it will not go no were .if the movement of the substance it will move all around the world. if you
6_15254	6	3	cells use endocytosis, exocytosis and osmosis to move between membranes     In endocytosis, material is encased and becomes part of a cell. in exocytosis the cell encases things inside of itself and sends them out.in osmosis, water is difused and material travels through the membrane
6_15255	6	1	Facilitated Diffusion- allows only certain molecules through membrane and is not going against concentration gradient.Osmosis- the diffusion of water across a membrane.Protein channels- integral and peripheral proteins carry substances into and through membrane into the cell.
6_15256	6	0	Three processes used by cells to control the movement of subtances across the cell membrane are enzymes can move them.
6_15257	6	1	Osmosis is the moving of water across the membrane.Endocytosis is things happening in the cell.Exocytosis is things happening outside the cell
6_15258	6	0	Gel in the cells can help transport substances around the cell membrane.
6_15259	6	0	They have the whip- like structure.cells to control the movement and to gather the food. gather up and move as a team to protect each other.
6_15260	6	0	cell membrane allows certain materials to move around the cells
6_15261	6	0	osmosis, active transport, and passive transport.  active transport moves substancces freely across the cell membrane, osmosis is where plants slowly absorb substnces and passive transport moves substances across the cell membrane slowly.
6_15262	6	0	One way of movement is the use of flagellum witch is a long tail like structure the moves behind the cell.The second is cilia witch are like tiny hair like structers that are all over a cell witch give it mo bilty.
6_15263	6	0	Photosynthesis is the process in which an organism collects enegry from sunlight.Homeostasis is the process in which an organism stores and collects enegry.Another process in which an organism produces it's own enegry.
6_15264	6	0	Cells breaking down. feeding the cells. and letting the cells grow.
6_15265	6	0	The three substances that control the movement across the call membrane.The call wall,clorplast,mitochondrion.
6_15266	6	0	osmosisactive transportpassive transport
6_15267	6	3	As one way of controlling the movement of substances across the membrane, cells use selective permeability. Selective permeability is the process by which cells decide which substances should go into or out of the cell and which shouldn't. Cells also use passive transport, which requires no energy from the cell itself, to do the same thing. Finally, cells use active transport, which goes against the concentration gradient and requires cellular energy. Two types of active transport are endocytosis, the process of letting materials into the cell, and exocytosis, the process of expelling wastes and other unwanted materials from the cell.
6_15268	6	0	There are different kinds of processes that cells use, in this case in humans, such as:1. The White Blood Cells control how much blood is lost and  they are in charge of healing the spot were it is cut.2. The Red Blood Cells controll the blood coming from the heart to throughout the body.3. The Brain Cells can control brain functions and how much blood is taken from the heart and aloud into the brain.
6_15269	6	0	The three processes that help a cell control the substance movements over its membrane could be diffusion, the movement of any particles through the membrane, or equilibrium, which is the outer concentration being equal to the one inside, and the process in which the cell produces energy, which is transfered out of the cell.
6_15270	6	0	Celluar respiration.
6_15271	6	0	The cell membrane is a thick-layered 'wall' that can sometimes prevent what goes in and out of the cell.  It also detects what is suppose to get into the cell.
6_15272	6	0	the cell membrane sends out messages to other parts of the body.movement sends vibrations over the cell membrane causing it to function in different ways.
6_15273	6	0	1. The cell membrane blocks cells from moving around.2. A process called cellular respiration.3. A process called cell diffusion.
6_15274	6	0	osmosis diffusion endocytosis- controls what comes into the cell
6_15275	6	0	Active transport, passive transport, and protein channels
6_15276	6	0	The cytoplasm helps to hold all of the organells and helps things to move. the nucleus determines if the substance can enter the cellif the substance can enter the cell, the cytoplasm allows it to enter
6_15277	6	0	the nucleus controls everything,the mitochondria tells wat enters and leaves the cell.
6_15278	6	0	The cells need enzymes to live that help them make tissues then make organells like the heart, lungs, and mussels
6_15279	6	0	THE WAY THE CELL MEMBRANE IS DESIGNEDIT LETS SO MUCH WATER IN IT
6_15280	6	0	Osomises- The balancing of water inside and outside of a cell or necleaus.I don't remember the other two.
6_15281	6	2	Cell mebranes are semi-permeable. They only allow certain things to enter in and out of the membrane.Proteins can be on the mebrane to guide things into the cell through active transport.Diffusion allows items to go from a high concentration area to a low concentration area through the membrane.
6_15282	6	0	acctive transport, diffusion, non-active transport.
6_15283	6	0	Most cells have a cell wall to controll what goes in and out of the cell membrane. Red blood cells carry oxygen around the blood stream. White blood cells fight off diseases.
6_15284	6	0	They can Diffuse and seperate.
6_15285	6	0	Proteins control movementNucleus controls the cellsDNA makes proteins
6_15286	6	0	The cell membrane,
6_15287	6	0	Photosynthesis, Cellular Respiration, and the Phosphorus cycle.
6_15288	6	2	Nuclear Membrane- always allows CO2 and oxygen to enter and exit, but does not allow solid objects through that do not fit through the protein channel.Passive Transport- water travels from greater to lesser with no energy being used (Osmosis)Active Transport- water travels from lesser to greater by the use of the cell's enegy
6_15289	6	0	Transportatin, When protien is giving infomation to other cellinfomation when a cell is told to do somthing.the cell does it.
6_15290	6	0	if the object is small enough it can fit right through the cell membrane, but if it is a larger object then it has to wait to go through the holes that open and close.
6_15291	6	0	Cells conrol movement by useing flagellen and enzymes to encounter the product of movement.
6_15292	6	1	Osmossis is the diffusion of water. Diffussion is moving objects through the membrane.
6_15293	6	0	Active transport-Movement of molecules from an area of hugh concentration to an area of low concentration.Passive transport is two process in one. It used simple diffusion and filacated diffusion.
6_15294	6	1	1.) osmosis- is the emovement of water throught the cell membrane2.) diffusion- is when more water ends up on one side of the cell membrane3.)osteoporosis
6_15295	6	0	1.resperation is one way it takes substances across the cell2. food gathering also is another way when it gathers the food3. cell selection is another way they select what they want
6_15296	6	0	The cell nucleus controls what goes in to the cell and comes out of it.
6_15297	6	0	The nucleus holds all the nutrients.
6_15298	6	1	Active transport uses energy and goes against the gradient. Diffusion moves water from a high surface area to a low surface area. Osmosis also moves water from a high surface area to a low surface area.
6_15299	6	0	1.it controls the blood going through your veins2.it filters the waist products3.it helps the blood count?
6_15300	6	1	PASSIVE: passive movement is where an organism or substance can get through the membrane.ACTIVE: active movement is where the thing has to go through the channel protein to enter the cell.Osmosis: water can pass easily through the membrane.
6_15301	6	0	MOVES SLOW BECASE OF THE ENYZYMS
6_15302	6	0	Cell membrane controls what enters and leaves the cell. Its like a security guard in the white house. The nucleus reads the information and decides if it should leave or enter the cell. The cell wall protects what enters and leaves the cell also.
6_15303	6	0	The three processes used by cells are they
6_15304	6	0	They would have a moving processes.
6_15305	6	0	Mutation, Diversity, and Homeostastis
6_15306	6	3	Three process used by the cell to control the movement of substances across the cell membrane are active transport, passive transport, and a semi-permable membrane.  Active transport is the process in which the cell moves materials across its membrane with the use of energy.  Passive transport is the movement of material across the cell membrane without the use of energy.  A semi-permable membrane is what helps the cell control what pass through the cell and how it gets in.
6_15307	6	0	photosynthesisosmosiswater diffusion
6_15308	6	0	tRNAmitochondria
6_15309	6	0	reproduction
6_15310	6	0	THE CELL MEMBRANE IS THE REPRODUCION BECAUSE THIS CELL ES MOVEMEN
6_15311	6	2	Passive transport moves substances without assistance across a membrane it goes from high concentration to lower ones. Active transport requires protiens to move substances asroos the cell membrane against the concentration gradient. Vesicles are 'pouches' that the cell uses to transport large particles it suronds the object and pinches it off.
6_15312	6	2	Active Transport-Transport that uses energy in transporting objests across the membrane.Diffusion-Diffusion of objects across a permeable membrane.Osmosis-Movment of water across a membrane.
6_15313	6	0	One process used by the cell to control movement accross the cell membrane is through energy. The cell uses its energy to control the movement across its membrane. Another way is by endocytosis. Endocytosis helps bring things into the cell. Lastly, there is exocytosis. Exocytosis is when things are being removed from the cell.
6_15314	6	0	One process would be cell growth and metabolism , because to move you need to have the right metabolism so you have the energy to even move in the first place.     A second process could be protein synthesis , because you obviously need all the protein you can get to keep you moving throughout the days of hard work.      A third process is the creation of cells , this is a big part of cell movement. You cant just have one cell and expect it to do everything like move, create energy,etc.
6_15315	6	1	Osmosis- Diffusion of water across a selectively permeable membrane. Cellular respiration- Diffusion of oygen in the cell.
6_15316	6	0	The cell membrance have immune system to know what is coming in to your body, the atttact force that the immune system let out, and how we do thing to our body.
6_15317	6	0	Three processes used by cells to control the movement of substances across the cell membrane are when the cell membrane uses proteins to allow substances through the membrane, when small particles enter through the cell membrane, and when particles too large to enter the membrane through proteins use enzymes to make the particles smaller.
6_15318	6	0	DiffusionOsmosisTransfusion
6_15319	6	1	Endocytosis controls what is brought into the cell through the cell membrane.Exocytosis controls what is put out of the cell through the cell membrane.Soddium potassium pump contols how much sodium is left inside the cell and how much of the extra is put out of the cell. It also decides how much potassium is left outside the cell and how much of it is put inside the cell.
6_15320	6	0	flagellem helps them move, cili help them move, and moving side to side or something like a motion of a snake.
6_15321	6	2	Cells use three main types of processes to move substances across the cell membrane.      Type one is passive transport. This occurs when the cell dosen't use any energy to transport the materials across the cell membrane.     Type two is active transport. This occurs when the cell uses energy to transport the material across the cell membrane.     Type three is mamma mia here we go again my my how can i forget you
6_15322	6	0	The three processes include tRNA, mRNA, and rRNA.
6_15323	6	0	The cell membrane is controlloed by the nucleous and it goes through processes called meioses, reproduction
6_15324	6	0	RNA, Vacoules, & proteins.They each move things across the cell.
6_15325	6	0	Cell to cell contact,
6_15326	6	0	DNA  MRNA  TRNA
6_15327	6	3	Facultative diffusion- Particles moving through the protein channels from hig to low concentrationDiffusion- something moving through a cell membrane from high to low concentrationosmosis- water moving through a cell membrane from high concentration to low concentration
6_15328	6	0	passive transport is what lets everything enter and leave the cell, active transport is the movement of the cell, an the nucleus is what controls everything.
6_15329	6	0	The cell has has a cell membrane top control the movement. A cell also contains proteins which determine what does and does not enter the cell. And finally, the nucleus, being the brain of the cell, also controls the movement across the cell membrane.
6_15330	6	0	The cell membrane is around the the cell, to protech it from every viosas from coming in the cell, also gives the cell food to eat.
6_15331	6	0	osmosis
6_15332	6	0	cells have cell walls. they block things from getting in and leaving. they protect them.
6_15333	6	0	One, they could move all around the cell membrane and end up in nucleus.Two, they could pop out of the cell membrane and be left outside of the cell membrane.Three, they could just stay in the cell membrane.
6_15334	6	0	1. Prophase 2. Anaphase3. Metaphase
6_15335	6	0	Endoabsorbing allows substances to enter a cell through the layer of proteins in the cell membranes.
6_15336	6	0	1.interphase2.telopahse3.metaophase4.anaphase
6_15337	6	0	Cell WallVacuole
6_15338	6	0	THE CELL TRANSFER THAT ENERGY TO THE GOLGI APPARTUS AN THEN IT IS TAKEN BY THE LYSOMES TO CELL MEMBRANE WHERE IT IS DISPOSED OF
6_15339	6	3	Osmosis - Diffusion of water through the cell membrane.Active Transport - Cell uses activation energy to surround and engulf the object.Passive Transport - Cell uses no energy and lets the object pass through the cell membrane with a special protein.
6_15340	6	0	First the protien comes up to the opening to pass through. Then it uses passive transport, or transport protiens to open the cell membrane and allow the protien to pass through.
6_15341	6	0	1.  cells is what your body has in it so you can live2.  cells cary anything to where ever it goes3.
6_15342	6	0	telophaseanophase
6_15343	6	0	There are many ways a cell controls the movement if substances across the cell membrane.  One of them would be by only letting things go from an area of high concentration to an area of low concentration to maintain homeostasis.  Another way is when a receptor protein is triggered to make a channel move things in or out of the cell. A third thing is when a pump is told by the nueclus to work.
6_15344	6	0	Enzynes break down, Protein builds up, and everything is sent to the nucleous.
6_15345	6	0	CELLS WILL EITHER ALLOW OR REJECT SUBSTANCES INTO THE CELL THROUGH ITS CELL MEMBRANE.  ONCE A SUBSTANCE IS INSIDE OF THE CELL, IT MOVES THROUGH THE CELL.  WHEN IT LEAVES THE CELL, IT LEAVES THROUGH RESPIRATION.
6_15346	6	0	The Cell moves the to another place.The membrane controls where the cells go.
6_15347	6	1	Cells use selective permiability to let things in and out of the cell that are smaller, and cells use transport proteins to move larger objects.
6_15348	6	0	They use diffusion, to bring things in and out of the body. They use fission to move things around in the body.
6_15349	6	1	The cell uses its cell membrane to monitor what goes in and out of a cell.  One processes lets substances enter the cell and one process releases substances from then cell.  They can control the movement through diffusion, which means that particles are spread apart equally inside and outside of the cell. Also the cell uses osmosis, which controls the movement of water.
6_15350	6	2	Cells can use osmosis to get water across the membrane. Cells can also use diffusion. Active transport requires the cell's energy and exports things out of the membrane.
6_15351	6	0	The cells move by the flow of cells, cells do their certain jobs, and cells protect the membrane.
6_15352	6	0	there are thre different movements for substances in a cell.  one movement of substance is when the cell is swelling and is too full and to move it it uses a method to push the substance to another cell.  another movement is when there is less substance in a cell, causing it to shrink and it uses a method to let substances enter.  when the cell is making substance leave it is pushing against the normal flow making it harder and using  more energy. but bringing more substance in for a cell uses little to no energy at all for a cell.  the third method is when two cells are equlvalent in substance to each other and does not swell or shrink, but stays constant.
6_15353	6	0	The three processes are Prophase, Metaphase, and Anaphase.
6_15354	6	0	ANAPHASE PROPHASETELOPHASE
6_15355	6	0	The cells use the mitochondria to move things across the cell membrane.  They also use thier golgi bodies and endoplasmic reticulum.
6_15356	6	0	one way is when cells go and they start to divid and split a part to make new cells
6_15357	6	0	cell devisioons and cell reproductions
6_15358	6	0	Tansmitting, Copying,
6_15359	6	0	Sugar cells, Tubicles, and charbohydrates
6_15360	6	0	They have a cell membrane to control what comes in and out.They try to capture food.They remove things they don't need.
6_15361	6	0	anaphase, telophase, prosphase
6_15362	6	0	ITMBLOCKS SUBSTANCES FROM ENTERING OR LEAVING THE CELL MEMBRANE
6_15363	6	0	The cell necluous sends information to the other cells to move the whole organism.
